Customer_ID,Product_ID,Staff_ID,Date,Quantity,UnitPrice,StoreLocation,PaymentType,PromotionApplied,Weather,Temperature,StaffPerformanceRating,CustomerFeedback,DeliveryTime_min,OrderType,DayOfWeek,TotalSales,ProductName,CustomerName,CustomerAddress,Customer_PhoneNumber,CustomerEmail,Staff_Name,Staff_Email
544,0,544,2023-01-23 16:00:00,1,17.3718178441668,South,Cash,True,Cloudy,24.99035269539005,Excellent,Neutral,59,Online Order,Monday,17.3718178441668,Vanilla Cake,Derrick Marshall,"479 Edward Burgs
Rachelfurt, NY 49428",6406602404,judith72@example.com,William Bray,Unknown
545,5,545,2023-01-23 17:00:00,4,12.7348910878468,North,Online,False,Cloudy,26.57447912049749,Average,Neutral,22,In Store,Monday,50.939564351387205,Pizza Margherita,Lisa Rogers,"3319 John Unions Suite 459
Lake Jamesstad, IN 67331",289.452.2892x670,angela20@example.net,Dawn Morales,stephanie92@example.com
546,4,546,2023-01-23 18:00:00,1,11.949404799091951,North,Cash,False,Sunny,23.94039964820008,Poor,Unknown,36,In Store,Monday,11.949404799091951,Pizza Pepperoni,Frank Cook,"409 Giles Overpass
North Charles, PA 24473",985.853.5376x9652,gloriabrowning@example.org,Darlene Romero,ocrawford@example.org
547,2,547,2023-01-23 19:00:00,4,5.6810492220303885,West,Online,True,Cloudy,27.154342182681738,Poor,Negative,43,Phone Order,Monday,22.724196888121558,Chocolate Cake,Annette Young,"827 Gonzalez Courts Apt. 504
East Frankfurt, LA 48427",(357)394-7292,brendaroberts@example.net,Jeffery Patel,byrdchris@example.net
548,6,548,2023-01-23 20:00:00,4,9.350437904733589,South,Online,False,Sunny,30.337150354705063,Excellent,Negative,16,In Store,Monday,37.40175161893436,Pizza Beef Double decker,Morgan Simon,"4716 Hall Crescent
Port Laurastad, FL 79041",3346338211,myerskaren@example.net,Donald Willis,dmyers@example.com
549,6,549,2023-01-23 21:00:00,4,18.965149563279496,North,Cash,True,Sunny,27.718566744017007,Average,Negative,55,In Store,Monday,75.86059825311798,Pizza Beef Double decker,Mr. Derek Morris,"6498 Franco Coves
Port Joshua, TN 83447",736.571.7720x099,kedwards@example.net,Donna Steele,travis47@example.com
550,2,550,2023-01-23 22:00:00,1,10.8773594492525,South,Cash,True,Rainy,23.002313168740503,Average,Neutral,59,In Store,Monday,10.8773594492525,Chocolate Cake,Deanna Rodriguez,"41424 Williams Throughway Suite 692
Suzanneville, PW 25454",763.978.4772,heatherbrown@example.org,Michael Bennett,Unknown
551,2,551,2023-01-23 23:00:00,4,13.200507808351524,North,Credit Card,True,Sunny,24.79384139389997,Excellent,Positive,15,Phone Order,Monday,52.8020312334061,Chocolate Cake,David Stafford,"346 Heather Lock Suite 833
Jenniferstad, MD 85805",4469660975,gutierrezsteven@example.net,Brittany Davis,kcurtis@example.com
552,4,552,2023-01-24 00:00:00,1,12.980325184763776,East,Online,False,Rainy,27.154342182681738,Excellent,Neutral,58,Phone Order,Tuesday,12.980325184763776,Pizza Pepperoni,Marc Todd,"26943 Jones Fall
New Stephanie, FL 61448",001-937-530-7578,ethomas@example.net,Jimmy Woods,Unknown
553,2,553,2023-01-24 01:00:00,4,13.8564663473404,North,Credit Card,False,Cloudy,21.08344022408717,Poor,Positive,34,Phone Order,Tuesday,55.4258653893616,Chocolate Cake,Scott Bell,"67690 King River Suite 644
New David, MS 57819",+1-440-531-5049,peggy52@example.com,Shannon Hardin,hbecker@example.net
554,5,554,2023-01-24 02:00:00,5,5.919964334649239,West,Cash,False,Rainy,22.21179513899269,Excellent,Neutral,35,In Store,Tuesday,29.5998216732462,Pizza Margherita,Kevin James,"646 Knight Glen
Davidbury, OR 78305",(353)415-2903x72217,jacobdavis@example.com,Michael Tran,Unknown
555,3,555,2023-01-24 03:00:00,4,10.432643821980925,East,Online,True,Cloudy,21.09868406161085,Good,Unknown,51,Online Order,Tuesday,41.7305752879237,Carrot Cake,Corey Collins,"1385 Thompson Locks Apt. 595
South Staceymouth, CO 83143",269-277-2771x0144,mark71@example.net,Rebecca King,zimmermanjustin@example.net
556,2,556,2023-01-24 04:00:00,2,15.846924108238312,West,Credit Card,True,Sunny,32.18475999071178,Average,Positive,22,In Store,Tuesday,31.693848216476624,Chocolate Cake,Keith Payne,"446 Matthew Ways
East Stephanie, IL 40826",814-966-6328x59884,bryanoneal@example.com,Kevin Mendez,aprince@example.net
557,6,557,2023-01-24 05:00:00,4,8.008403766094744,East,Credit Card,True,Cloudy,27.154342182681738,Excellent,Positive,41,Phone Order,Tuesday,32.03361506437898,Pizza Beef Double decker,Thomas Patel,"145 Davis River Apt. 811
North Alanmouth, MP 01626",+1-237-849-2040x83034,sabrinaramirez@example.net,Dennis Taylor,gregory92@example.org
558,2,558,2023-01-24 06:00:00,3,8.053675663195406,South,Credit Card,False,Cloudy,31.299693978188856,Good,Neutral,49,Online Order,Tuesday,24.16102698958622,Chocolate Cake,Victoria Moore,"476 Desiree Grove
Karentown, FM 74269",+1-694-814-8887,Unknown,Robert Campbell,paul49@example.org
559,5,559,2023-01-24 07:00:00,4,5.151359100335371,West,Cash,True,Sunny,30.74488015214042,Average,Negative,20,Online Order,Tuesday,20.605436401341485,Pizza Margherita,Dawn Day,"23657 Parker Club
Andersonburgh, IL 28245",344.485.3471,robert65@example.org,Tonya Harris,carlpadilla@example.com
560,7,560,2023-01-24 08:00:00,2,11.562228899123143,North,Cash,True,Cloudy,30.04078135504804,Good,Neutral,59,Phone Order,Tuesday,23.12445779824629,Cheesecake,Nancy Madden,"9769 Stephens Forges Suite 941
Port Christy, VT 15798",329-992-0875x6264,sarah08@example.net,Michael Thompson,davidjohnson@example.com
561,7,561,2023-01-24 09:00:00,2,18.24101571010133,South,Cash,False,Sunny,27.154878730672625,Good,Neutral,58,Online Order,Tuesday,36.48203142020266,Cheesecake,Candice Brown,"811 Day Prairie
New Michael, MD 27386",(974)436-0277x30990,jason59@example.com,Albert Mitchell,Unknown
562,0,562,2023-01-24 10:00:00,1,5.778514153809635,North,Online,True,Rainy,29.634172452606727,Excellent,Positive,33,Online Order,Tuesday,5.778514153809635,Vanilla Cake,Joseph Lane,"748 Garrett Knoll
West Daniel, NC 71781",581-273-6005,edwardrodriguez@example.com,Kristopher Smith,brittanyparker@example.net
563,1,563,2023-01-24 11:00:00,5,7.866780642440039,East,Cash,True,Sunny,20.57542332181962,Average,Positive,32,Phone Order,Tuesday,39.3339032122002,Red Velvet Cake,Stephen Harrison,"947 Madison Crest
Danielchester, VT 53860",001-950-663-4683x639,jmcdonald@example.net,Kyle Deleon,Unknown
564,3,564,2023-01-24 12:00:00,4,9.651268075141326,East,Online,False,Sunny,29.32196633985177,Good,Negative,15,Online Order,Tuesday,38.6050723005653,Carrot Cake,Whitney Huff,"38934 John Shore
East Jose, AK 47820",778.649.1767,thomasamy@example.org,Alexa Bryant,andrew62@example.net
565,8,565,2023-01-24 13:00:00,1,15.975871048463194,North,Credit Card,False,Cloudy,31.66816558305316,Poor,Negative,39,Online Order,Tuesday,15.975871048463194,Fruit Cake,Nicholas Morris,"85476 Richard Summit Suite 045
Glennburgh, IL 50029",749.359.2067x732,cpierce@example.com,Crystal Hawkins,pmartin@example.org
566,0,566,2023-01-24 14:00:00,5,14.609533892038796,North,Credit Card,True,Rainy,27.505375405765854,Average,Positive,41,Phone Order,Tuesday,73.04766946019399,Vanilla Cake,Kenneth Phillips,"46337 Marcus Heights Suite 115
New Johnshire, RI 76844",770-963-4210,kfranklin@example.com,Jessica Mendoza,Unknown
567,7,567,2023-01-24 15:00:00,4,11.239158568727824,South,Cash,False,Sunny,25.362699926408556,Poor,Unknown,21,Online Order,Tuesday,44.9566342749113,Cheesecake,Mark Foster,"417 Howard Trafficway
Matthewburgh, VI 23408",6049957743,cody54@example.net,Gregory Ramirez,ashleydavila@example.com
568,6,568,2023-01-24 16:00:00,3,16.386034088875636,North,Credit Card,True,Rainy,24.161401022014687,Excellent,Negative,58,Online Order,Tuesday,49.15810226662691,Pizza Beef Double decker,Karen Woods,"470 Murray Street
East Mark, RI 54034",4616690628,elewis@example.net,Derrick Carlson,hkrueger@example.org
569,8,569,2023-01-24 17:00:00,4,14.14446517485353,West,Cash,False,Rainy,29.64203075243124,Poor,Positive,56,Online Order,Tuesday,56.57786069941412,Fruit Cake,William Allen,"8253 Ann Well Suite 605
New Maxmouth, MD 04701",(908)398-7161x568,kathleen08@example.net,Sarah Harper,Unknown
570,0,570,2023-01-24 18:00:00,2,18.440611994858287,West,Online,True,Cloudy,30.39201797944863,Average,Neutral,43,Online Order,Tuesday,36.881223989716574,Vanilla Cake,Crystal Gordon,"307 Ronald Mission
Shannonville, TN 74503",663.642.0890x83256,nhoward@example.com,Peter Sanders,robertbowman@example.com
571,8,571,2023-01-24 19:00:00,2,17.270401237080396,North,Credit Card,False,Sunny,33.064513997938136,Good,Negative,45,Phone Order,Tuesday,34.54080247416079,Fruit Cake,Karen Jordan,"88217 Johnson Heights
Copelandland, WI 96002",762-929-7362x7461,olsonmatthew@example.com,Stacy Hernandez,tanya92@example.net
572,4,572,2023-01-24 20:00:00,3,8.792204091338007,West,Cash,True,Cloudy,25.13501123691486,Good,Positive,58,In Store,Tuesday,26.376612274014025,Pizza Pepperoni,Marilyn Edwards,"352 Nicole Inlet Suite 857
West Natasha, CT 04492",905-463-7968x469,gregory84@example.org,Stephen Kennedy,serranodaniel@example.com
573,1,573,2023-01-24 21:00:00,1,9.071578664513003,North,Credit Card,False,Sunny,31.546584610783786,Average,Negative,57,In Store,Tuesday,9.071578664513003,Red Velvet Cake,Erika Martinez,"183 Torres Island
Lake Abigailton, MH 22754",928-647-5861,waterskyle@example.com,Edward Owens,veronica87@example.net
574,4,574,2023-01-24 22:00:00,5,6.880347136885785,South,Credit Card,False,Rainy,28.42033736284007,Good,Negative,50,Online Order,Tuesday,34.40173568442893,Pizza Pepperoni,Elizabeth Clayton PhD,"80834 Tanner Flats Apt. 176
Lindaberg, MA 19378",588.882.8085,jennifer76@example.net,Rebecca Conrad,markhaley@example.net
575,8,575,2023-01-24 23:00:00,4,10.054470885761848,West,Cash,False,Sunny,33.24254736017119,Poor,Positive,33,Phone Order,Tuesday,40.21788354304739,Fruit Cake,Mark Fisher,"158 Danielle Ports
Monicaland, MA 23977",(808)689-5307,wellsdana@example.com,Paul Bell,kgonzalez@example.org
576,4,576,2023-01-25 00:00:00,2,19.993158780786416,West,Credit Card,False,Sunny,27.917181624434317,Good,Unknown,20,Phone Order,Wednesday,39.98631756157283,Pizza Pepperoni,Mr. Glenn Salazar MD,"USS Moody
FPO AA 34339",917.363.0834x42691,rossjose@example.com,Douglas Tanner PhD,Unknown
577,5,577,2023-01-25 01:00:00,1,11.086267529225914,North,Credit Card,False,Rainy,27.764447425969507,Good,Negative,39,Online Order,Wednesday,11.086267529225914,Pizza Margherita,Brian Holder,"54545 John Union Apt. 979
South Elizabeth, MD 37621",(846)545-7235x475,aliciacrawford@example.net,Christine Fletcher,ubowers@example.com
578,7,578,2023-01-25 02:00:00,3,8.307326520336595,West,Credit Card,False,Rainy,27.154342182681738,Poor,Negative,45,In Store,Wednesday,24.921979561009785,Cheesecake,John Russell,"USS Hernandez
FPO AE 78185",001-873-667-2466x674,perkinsholly@example.net,Chase Anderson,conwayrobert@example.com
579,5,579,2023-01-25 03:00:00,2,16.437243267133297,East,Credit Card,False,Sunny,31.23973032713652,Poor,Neutral,23,Online Order,Wednesday,32.874486534266595,Pizza Margherita,Shannon Taylor,"527 Michael Unions Apt. 329
Jamesfurt, KS 09065",8809240647,reneeperkins@example.net,Alexis Cole,katherine24@example.org
580,2,580,2023-01-25 04:00:00,3,13.13706505193984,South,Online,True,Cloudy,34.47035718242692,Poor,Neutral,34,Phone Order,Wednesday,39.41119515581952,Chocolate Cake,Joseph Moreno,"88070 Carroll Squares
Lake Frederickberg, WA 97527",001-479-711-2806,freemanleslie@example.com,Evan Nelson,bradwilliams@example.com
581,4,581,2023-01-25 05:00:00,4,7.244021742904287,South,Credit Card,True,Sunny,21.10345031323649,Excellent,Negative,24,Phone Order,Wednesday,28.97608697161715,Pizza Pepperoni,Alan Steele,"409 Sellers Courts Apt. 681
Roberthaven, NM 57784",681.610.2148x5071,ruth51@example.net,Bethany Brown,richardhunter@example.org
582,2,582,2023-01-25 06:00:00,5,10.710345217412986,West,Credit Card,False,Rainy,20.801519035865255,Poor,Positive,51,In Store,Wednesday,53.55172608706493,Chocolate Cake,Alicia Knight,"7673 Rivera Prairie
South Jacob, DC 07565",(673)273-4230,mark02@example.org,Raymond Hardy,wbowers@example.net
583,6,583,2023-01-25 07:00:00,2,11.21704573309015,West,Cash,False,Cloudy,34.06325506111008,Poor,Negative,41,Phone Order,Wednesday,22.4340914661803,Pizza Beef Double decker,Paige Graham,"PSC 2448, Box 5338
APO AE 63737",001-903-824-9010x071,sduran@example.com,Margaret Rowland,flynnbrian@example.org
584,3,584,2023-01-25 08:00:00,2,16.30744550853828,East,Online,True,Rainy,27.94813438277309,Excellent,Negative,27,Phone Order,Wednesday,32.61489101707656,Carrot Cake,Jason Shields,"57725 Daniels Street
Deanview, GU 39143",467.387.9338,vincentsimpson@example.org,Johnny Graves,Unknown
585,6,585,2023-01-25 09:00:00,4,5.310070533378567,East,Cash,True,Rainy,29.223545218504043,Good,Unknown,55,Phone Order,Wednesday,21.240282133514267,Pizza Beef Double decker,Brooke Calderon,"710 Jeffrey Creek Suite 088
West Shanetown, PR 25818",(256)508-0572,pdecker@example.com,Teresa Williams,znielsen@example.com
586,8,586,2023-01-25 10:00:00,1,9.035294701974657,West,Cash,False,Cloudy,27.23635402392093,Poor,Neutral,16,In Store,Wednesday,9.035294701974657,Fruit Cake,Michael Hernandez,"PSC 3711, Box 8802
APO AP 88784",001-530-248-7105,fmccoy@example.net,Caroline Mccarthy,uwolf@example.net
587,7,587,2023-01-25 11:00:00,5,12.763944519732831,West,Cash,True,Rainy,21.40486178911212,Average,Neutral,35,Phone Order,Wednesday,63.81972259866416,Cheesecake,Donald Frank,"Unit 7742 Box 8401
DPO AP 93658",001-881-712-2489x12052,qrusso@example.net,Ronald Boone,martinezkimberly@example.org
588,4,588,2023-01-25 12:00:00,2,9.03270113679265,East,Online,True,Rainy,31.52134067628,Poor,Negative,47,Online Order,Wednesday,18.0654022735853,Pizza Pepperoni,Jacob Conner,"8651 Brianna Throughway
Ashleymouth, GA 86156",325-981-4008,smithmatthew@example.org,Caitlin Kirby,dmartinez@example.net
589,0,589,2023-01-25 13:00:00,5,14.426510711284983,North,Cash,False,Rainy,31.208369676328804,Poor,Negative,38,In Store,Wednesday,72.13255355642491,Vanilla Cake,Dr. Rebecca Lamb,"16356 Foster Trail Suite 922
Connerport, PR 48009",+1-526-339-3325x189,wilcoxjohn@example.org,Thomas Davis,cathyperez@example.com
590,3,590,2023-01-25 14:00:00,2,12.228012189119248,East,Cash,False,Rainy,24.675549822392178,Excellent,Positive,58,Online Order,Wednesday,24.456024378238496,Carrot Cake,Sheryl Conley,"23630 Jennifer Squares
West Katie, IA 17026",(503)553-5563x7961,pennyfrederick@example.com,Heidi Acevedo,alexa27@example.com
591,1,591,2023-01-25 15:00:00,5,10.42565382289371,North,Cash,False,Rainy,24.59358867842601,Average,Unknown,56,Online Order,Wednesday,52.128269114468544,Red Velvet Cake,Michelle Bentley,"1216 Keith Parks Apt. 004
Katherineberg, NH 03759",401.444.4902,ugilbert@example.com,Christina Powell,kfry@example.com
592,1,592,2023-01-25 16:00:00,3,19.238129403057684,South,Credit Card,True,Rainy,32.56762071358278,Good,Negative,48,In Store,Wednesday,57.71438820917305,Red Velvet Cake,Henry Wells DDS,"6829 Evans Trail
Aaronport, AS 94786",001-748-409-4399,christian01@example.org,Anita Gutierrez,clarkjames@example.com
593,1,593,2023-01-25 17:00:00,2,14.482392487796862,South,Cash,False,Rainy,21.0853588661199,Good,Neutral,23,Online Order,Wednesday,28.964784975593723,Red Velvet Cake,Kimberly Hamilton PhD,"54676 Martin Glen
Benjaminton, MH 92421",(475)601-1932,Unknown,Jennifer Flowers,lmadden@example.com
594,4,594,2023-01-25 18:00:00,5,6.949120584019118,East,Online,False,Rainy,33.21657722534849,Average,Neutral,16,In Store,Wednesday,34.74560292009559,Pizza Pepperoni,Nathaniel Jenkins,"17829 John Hills Apt. 752
Butlerfort, GU 70542",+1-825-871-0034x298,lisa01@example.org,Gloria Morales,jennifermoran@example.net
595,1,595,2023-01-25 19:00:00,1,13.401375461650932,North,Online,True,Rainy,23.84992534843872,Poor,Neutral,44,Online Order,Wednesday,13.401375461650932,Red Velvet Cake,Sarah Daniels,"47922 Shannon Route Suite 583
Nealmouth, PA 84459",968.787.5777x406,kingjulie@example.net,Jennifer Young,jesserodriguez@example.com
596,5,596,2023-01-25 20:00:00,3,16.710977798013516,East,Credit Card,False,Sunny,28.89477121633241,Excellent,Neutral,36,In Store,Wednesday,50.13293339404055,Pizza Margherita,Melissa Miller,"72422 Dominguez Junctions Apt. 636
Benjaminstad, NC 19504",001-848-238-7253x2437,nicholasmendoza@example.org,Mark Martinez,Unknown
597,3,597,2023-01-25 21:00:00,3,15.62734546239196,East,Online,True,Sunny,27.154342182681738,Average,Neutral,25,Phone Order,Wednesday,46.88203638717588,Carrot Cake,Michael West,"PSC 6586, Box 5353
APO AP 88915",540-607-5301x01022,melissagutierrez@example.com,Jillian Hunter,stacydavis@example.net
598,5,598,2023-01-25 22:00:00,1,7.58133843942889,North,Online,True,Rainy,30.171837523049696,Average,Positive,57,Phone Order,Wednesday,7.58133843942889,Pizza Margherita,Sheri Wolfe,"6363 Clark Spurs Suite 565
Mathewsfurt, SC 24100",+1-516-371-6457x5848,sbates@example.com,Erin Hunter,ysilva@example.org
599,3,599,2023-01-25 23:00:00,5,19.58629998560155,East,Credit Card,True,Sunny,26.21644718700555,Good,Positive,31,Online Order,Wednesday,97.93149992800775,Carrot Cake,Wanda Krueger,"2211 Anthony Field Apt. 595
Gomezmouth, MN 87868",(713)711-0410x836,walter91@example.com,Emma Morton,danielanderson@example.com
600,5,600,2023-01-26 00:00:00,4,11.73220468619909,South,Cash,True,Cloudy,30.343013133581227,Excellent,Positive,50,Phone Order,Thursday,46.92881874479636,Pizza Margherita,Mark Brown,"2640 Flores Meadow Suite 931
Garciafort, AK 66882",390.312.7335x91173,ian30@example.org,Paul Cross,tgilbert@example.net
601,3,601,2023-01-26 01:00:00,1,7.385375056103919,West,Credit Card,True,Sunny,25.159694544745552,Average,Neutral,27,In Store,Thursday,7.385375056103919,Carrot Cake,Keith Moreno,"PSC 5434, Box 7049
APO AP 22194",(890)368-2284,courtneyhampton@example.net,Jason Pittman,wongwillie@example.com
602,2,602,2023-01-26 02:00:00,5,7.702936311922219,West,Cash,True,Rainy,24.158876245237792,Excellent,Neutral,21,Online Order,Thursday,38.51468155961109,Chocolate Cake,Pamela Strong,"2783 Smith Plaza
Millerberg, MO 26901",001-372-234-8459x736,keith99@example.com,Anthony Hall,stuartmark@example.org
603,4,603,2023-01-26 03:00:00,1,6.473524882836207,East,Cash,False,Rainy,34.9502491690202,Poor,Neutral,30,Phone Order,Thursday,6.473524882836207,Pizza Pepperoni,Marcus Russell,"USNS Mcclain
FPO AA 41187",(414)944-3741,kgreene@example.net,Cory Hernandez,xdiaz@example.org
604,4,604,2023-01-26 04:00:00,1,17.052771626524013,North,Online,False,Sunny,31.261853467696817,Good,Positive,47,Phone Order,Thursday,17.052771626524013,Pizza Pepperoni,Brian Fletcher,"376 Jesus Squares
Mcgeeport, KS 84150",253.683.5648x1556,Unknown,Marissa Oconnell,hayesluis@example.net
605,1,605,2023-01-26 05:00:00,2,6.8304574148277295,North,Credit Card,False,Rainy,29.670799660727265,Poor,Neutral,59,Online Order,Thursday,13.66091482965546,Red Velvet Cake,Lisa Stone,"USNV Flowers
FPO AP 73790",+1-682-697-3195x09125,zcarey@example.org,Andrea Campbell,mfarrell@example.com
606,6,606,2023-01-26 06:00:00,5,6.876878857126204,South,Online,True,Cloudy,25.329344648289783,Excellent,Positive,15,Phone Order,Thursday,34.38439428563102,Pizza Beef Double decker,Chelsea Oliver,"070 Tammy Islands
Dennisstad, MN 71540",(486)616-5797,dcruz@example.org,Brandy Wilson,veronicagray@example.org
607,1,607,2023-01-26 07:00:00,4,17.757074221412566,North,Online,False,Cloudy,20.737412437325723,Poor,Unknown,25,Phone Order,Thursday,71.02829688565026,Red Velvet Cake,Andrew Jennings,"50310 Michael Crossing Apt. 300
South Devin, CO 68641",8518144026,lisascott@example.com,Daniel Banks,kennedyjames@example.org
608,8,608,2023-01-26 08:00:00,2,10.169061266713395,North,Cash,True,Rainy,20.465853140527333,Good,Negative,20,Online Order,Thursday,20.33812253342679,Fruit Cake,Frank Lucero,"9671 Misty Ville Apt. 629
Jacobschester, NM 52930",343-811-3557x399,fwilliams@example.com,Rhonda Torres,dawnpeterson@example.net
609,5,609,2023-01-26 09:00:00,1,5.462868564621087,South,Online,False,Cloudy,28.31271883173198,Excellent,Positive,34,Phone Order,Thursday,5.462868564621087,Pizza Margherita,Robert Reed,"605 Krista Passage Suite 547
Lake Rebecca, OR 14509",5712235644,Unknown,Robert Campbell,katherinepage@example.net
610,3,610,2023-01-26 10:00:00,1,5.778429492776163,East,Credit Card,True,Cloudy,31.430490815585767,Average,Negative,49,Phone Order,Thursday,5.778429492776163,Carrot Cake,Brandon Walsh,"359 Steven Rest
Lake David, NC 47465",966-537-4665x51198,dfritz@example.com,Casey Berg,Unknown
611,6,611,2023-01-26 11:00:00,1,7.132556700558434,West,Online,False,Sunny,28.060687856657825,Poor,Unknown,58,Phone Order,Thursday,7.132556700558434,Pizza Beef Double decker,Kenneth Miranda,"731 Roger Via
East Katieborough, CA 96814",001-797-231-3119x299,ygarcia@example.com,Christopher Le,justin76@example.com
612,8,612,2023-01-26 12:00:00,5,8.200900219635344,South,Online,True,Cloudy,32.61177607908672,Good,Neutral,51,Phone Order,Thursday,41.00450109817672,Fruit Cake,Cassandra Flynn,"0818 Morgan Cape Suite 764
West Gina, ID 58166",341-633-9962x20241,harrisrichard@example.org,Lynn Carney,vchavez@example.com
613,4,613,2023-01-26 13:00:00,5,14.97719291357608,East,Cash,False,Sunny,20.501397996398325,Average,Neutral,55,Online Order,Thursday,74.88596456788041,Pizza Pepperoni,Pamela Richards,"856 Gloria Burgs Suite 401
South Stephanie, GU 05847",511.457.4460x608,hreynolds@example.net,Jennifer Church,erinlewis@example.org
614,4,614,2023-01-26 14:00:00,2,7.359894200027424,South,Credit Card,True,Rainy,25.5012811463891,Good,Negative,40,In Store,Thursday,14.719788400054847,Pizza Pepperoni,Dylan Chaney,"066 Hays Park Apt. 052
Lisaberg, VT 45922",321-630-4393x067,wardlindsey@example.org,Benjamin Middleton,ijones@example.org
615,1,615,2023-01-26 15:00:00,4,6.78311586765608,East,Online,False,Sunny,23.55605586761267,Excellent,Neutral,26,In Store,Thursday,27.13246347062432,Red Velvet Cake,Jon Baker,"23482 Greene Manors Suite 843
Jasontown, VA 28174",3306861568,dphillips@example.org,Bradley Dixon,lisakennedy@example.org
616,5,616,2023-01-26 16:00:00,2,16.470787122144188,South,Cash,True,Rainy,26.70909452235683,Excellent,Positive,44,Phone Order,Thursday,32.941574244288375,Pizza Margherita,Brianna Dorsey,"991 Braun Pass
South Carolfort, IN 75170",(343)698-1255x9411,hlandry@example.net,Daniel Mcdowell,jodi49@example.org
617,6,617,2023-01-26 17:00:00,3,15.065829257898717,East,Online,False,Rainy,21.08564589791184,Poor,Neutral,42,Phone Order,Thursday,45.19748777369615,Pizza Beef Double decker,Vanessa Reynolds,"6848 James Mill
West Rubenstad, NM 90190",+1-393-832-7416,smalldenise@example.com,Jessica Park,laurenalexander@example.net
618,7,618,2023-01-26 18:00:00,1,11.529863321828543,South,Credit Card,False,Rainy,34.31197462356609,Good,Neutral,41,In Store,Thursday,11.529863321828543,Cheesecake,Dana Thompson,"07312 Jones Course
South Cody, GA 62269",(300)845-4341x3209,timothysimpson@example.net,William Clark,stephanie15@example.org
619,8,619,2023-01-26 19:00:00,1,13.23964657220156,East,Online,False,Rainy,23.34883101604041,Good,Unknown,56,Phone Order,Thursday,13.23964657220156,Fruit Cake,Justin Rodriguez,"6512 Lisa Lodge Suite 686
New Lisa, PW 23354",+1-972-350-8474x49164,Unknown,Danielle Friedman,emilystokes@example.net
620,8,620,2023-01-26 20:00:00,1,9.679760304896275,South,Online,True,Rainy,27.154342182681738,Good,Negative,33,In Store,Thursday,9.679760304896275,Fruit Cake,Isabella Harris,"4337 Monica Brooks Suite 072
Wendystad, SC 57424",542-520-8982x7434,juarezbrent@example.org,Joanna Sims,Unknown
621,1,621,2023-01-26 21:00:00,2,12.23750630353041,West,Cash,True,Sunny,26.388397325550223,Excellent,Negative,19,Online Order,Thursday,24.47501260706082,Red Velvet Cake,Michael Dunlap,"348 Mason Road
Port James, RI 50762",760-485-0846,julian74@example.net,Teresa Perez,bjackson@example.org
622,4,622,2023-01-26 22:00:00,2,12.600089734741186,West,Online,True,Rainy,27.154342182681738,Poor,Neutral,19,Online Order,Thursday,25.20017946948237,Pizza Pepperoni,Matthew Morris,"9813 Green River Suite 317
New John, MT 53814",212-720-5501x524,alyssa82@example.net,Rachel White,dthomas@example.org
623,1,623,2023-01-26 23:00:00,1,10.80855906767144,North,Cash,True,Cloudy,27.154342182681738,Good,Positive,55,Online Order,Thursday,10.80855906767144,Red Velvet Cake,Donna Ballard,"776 Thomas Loaf
South Evan, CA 48236",(561)925-1787,newmandouglas@example.net,Christopher Henderson,danielleflores@example.net
624,3,624,2023-01-27 00:00:00,2,18.59858316008244,East,Credit Card,True,Cloudy,33.962492962637114,Good,Negative,41,Online Order,Friday,37.19716632016488,Carrot Cake,John Collins,"44229 Elizabeth Views Suite 877
Mcguirechester, WI 25157",001-716-988-1691x44510,kimberly01@example.com,Jessica Nelson MD,chandlerbruce@example.org
625,6,625,2023-01-27 01:00:00,5,5.240927974715092,South,Online,False,Rainy,20.080234830413342,Average,Negative,42,Online Order,Friday,26.20463987357546,Pizza Beef Double decker,Robert Zimmerman,"2644 Gregory Circle
Marshallmouth, VT 54665",866.645.4436,barbara99@example.org,Joseph Robinson,diane29@example.org
626,5,626,2023-01-27 02:00:00,5,16.732568946368694,East,Credit Card,True,Cloudy,31.2235820927135,Good,Neutral,40,Online Order,Friday,83.66284473184348,Pizza Margherita,Gregory Ellis,"72451 Roy Ferry Apt. 897
Jessicabury, DE 77861",001-541-778-8142x698,slamb@example.com,Timothy Fitzgerald,turneralexander@example.com
627,2,627,2023-01-27 03:00:00,2,6.865742468619865,West,Credit Card,False,Sunny,33.54575979653773,Poor,Positive,41,In Store,Friday,13.73148493723973,Chocolate Cake,Francisco Bennett,"9396 Kristin Isle Suite 990
Kimland, OH 56774",304-806-8000x0127,tyler78@example.net,Sarah Juarez,tiffany61@example.org
628,0,628,2023-01-27 04:00:00,1,16.96321040805799,East,Online,False,Sunny,22.09580850468431,Average,Negative,56,Phone Order,Friday,16.96321040805799,Vanilla Cake,Alicia Kerr,"USS Frost
FPO AE 05005",(236)233-0803x43325,jenniferwilliams@example.net,Melissa Scott,james10@example.net
629,0,629,2023-01-27 05:00:00,2,14.23867873515082,South,Cash,True,Rainy,21.441887775982277,Average,Neutral,35,In Store,Friday,28.47735747030164,Vanilla Cake,Theresa Williams,"9106 Mary Spur
South Hector, ND 32653",(864)359-4817x994,snyderamber@example.org,Kenneth French,Unknown
